0.9160159756	xen
0.9142990540	lin
0.9136242037	raman
0.9132101878	esterel
0.9126763397	erlang
0.9107773493	insar
0.9106298597	verilog
0.9103528666	mann
0.9103140549	tcl
0.9102907706	hu
0.9093205003	dirac
0.9086046888	clifford
0.9084451740	approx
0.9083305508	gnutella
0.9079602808	promela
0.9079237332	golog
0.9077914745	hydra
0.9077001670	bicmos
0.9074502728	cedar
0.9071701329	catalan
0.9070036104	genesis
0.9069001477	protégé
0.9067883136	wu
0.9066659607	hex
0.9061721264	janus
0.9060454167	apple
0.9059817341	dell
0.9059371364	eric
0.9059005408	siemens
0.9058704698	cao
0.9056843733	alice
0.9055671541	mach
0.9053502322	simulink
0.9053492416	marco
0.9052289494	arrow
0.9051688093	vdd
0.9050521676	unicore
0.9049972052	mosfets
0.9049894208	rover
0.9048688343	bleu
0.9048197446	eden
0.9047948365	turkey
0.9047705277	nmos
0.9046404031	flexray
0.9045841721	weber
0.9045809958	spider
0.9044327992	excel
0.9042136761	prometheus
0.9041722974	hungarian
0.9041213110	han
0.9040922882	rosetta
0.9040730888	alan
0.9040302262	lotos
0.9039402556	sparc
0.9039052794	vista
0.9037669104	logspace
0.9035974136	aix
0.9032251852	savage
0.9031751611	cure
0.9030897083	norway
0.9028367075	lu
0.9026728635	mathematica
0.9025781803	prob
0.9024744827	lustre
0.9022707104	swedish
0.9020064153	pfaffian
0.9019980968	condor
0.9019940403	nara
0.9019706647	estelle
0.9019332992	weka
0.9018703694	aqua
0.9016346468	simula
0.9014950908	gale
0.9014500065	everest
0.9013878570	lisp
0.9012986019	morris
0.9010909076	gestalt
0.9010772580	canadian
0.9009622767	jigsaw
0.9008583452	isis
0.9007936729	hera
0.9007290945	maple
0.9006994991	titan
0.9006393399	aster
0.9005993219	hood
0.9005889218	lasso
0.9005420893	sige
0.9005256179	fujitsu
0.9005249616	dragon
0.9004870026	stanford
0.9003374042	coq
0.9003332907	firefox
0.9002718022	norwegian
0.9002701549	jr
0.9001920311	chris
0.9000712876	taiwanese
0.8999808874	medline
0.8999246434	una
0.8998725095	synopsys
0.8998443574	aurora
0.8996355761	vera
0.8995911678	ash
0.8995045701	uppaal
0.8994805837	proteus
0.8993844538	argus
0.8993057303	int
0.8992847065	artemis
0.8992795141	pubmed
0.8992574655	opera
0.8992573450	moodle
0.8992345262	lidar
0.8992091400	amazon
0.8992063046	lex
0.8991397329	tamil
0.8991191910	basque
0.8990868588	jim
0.8990397571	lang
0.8989977798	austin
0.8989914682	wrap
0.8989461807	paul
0.8989384366	dill
0.8988232296	mysql
0.8987433909	octopus
0.8986836265	cole
0.8986821260	lite
0.8986725309	advisor
0.8986709812	cu
0.8986436211	tesla
0.8985152730	db2
0.8984961544	shore
0.8984301961	teragrid
0.8983767876	greenhouse
0.8983767710	ulam
0.8983767415	darwin
0.8983698864	powerpoint
0.8983625567	srams
0.8982536104	cosmic
0.8980987400	farm
0.8980915437	infiniband
0.8980039907	merlin
0.8980019898	terra
0.8979857962	fq
0.8979656790	castle
0.8979413896	milan
0.8978679002	stanley
0.8978616321	comma
0.8978196918	oscar
0.8978126215	prim
0.8977717471	seal
0.8977156868	relief
0.8976561540	opal
0.8976332274	athena
0.8975533182	mips
0.8975029947	bode
0.8974223338	crown
0.8973627126	emerald
0.8973452186	dan
0.8973320076	herbrand
0.8972631168	serpent
0.8972427919	bologna
0.8972255228	pascal
0.8971881179	steve
0.8971781673	rams
0.8971436383	kurt
0.8971163624	rev
0.8970702960	minmax
0.8970209684	li
0.8969568613	planetlab
0.8969214513	nusmv
0.8968941827	magic
0.8968827955	disc
0.8968613119	rose
0.8968504181	maya
0.8967818765	ore
0.8967714853	gbps
0.8967474562	gan
0.8967359806	cyclops
0.8967045236	ajax
0.8967004714	gift
0.8966939424	virginia
0.8966663904	stark
0.8965544041	odin
0.8965363901	boole
0.8964761350	ian
0.8964335270	finnish
0.8963626490	palm
0.8963594113	dev
0.8962986036	ward
0.8962506228	jane
0.8962027369	laguerre
0.8961219883	rnas
0.8960937803	opus
0.8960390825	persian
0.8960308815	caesar
0.8960149386	oct
0.8960082208	fig
0.8959712426	apache
0.8959092862	sprint
0.8958917337	pakistan
0.8958768390	sato
0.8958598164	purple
0.8958051933	wolf
0.8957890240	estonian
0.8956891032	kim
0.8956639605	esprit
0.8956154349	comet
0.8956114598	jini
0.8956083452	lisa
0.8955725427	agora
0.8955218422	sun
0.8955074933	ptime
0.8954782913	gaas
0.8954594792	swift
0.8954291831	uni
0.8954004856	miami
0.8953961347	coffee
0.8953629194	prima
0.8952197769	cactus
0.8952064238	amoeba
0.8951663367	dream
0.8950727369	jain
0.8950576019	miner
0.8950511097	homogenization
0.8950465374	kanban
0.8950277732	yang
0.8950049237	vth
0.8949871670	delphi
0.8949837782	pfam
0.8949714931	info
0.8949321717	mizar
0.8949245277	sesame
0.8949176409	cardinal
0.8949035744	davis
0.8948854209	greek
0.8948568612	darwinian
0.8948401744	euro
0.8947930005	harris
0.8947843877	curry
0.8947674109	chess
0.8947257889	portuguese
0.8947243224	cobra
0.8946934611	wand
0.8946848100	smalltalk
0.8946654981	bird
0.8946562110	divine
0.8945763597	quebec
0.8945754930	orbit
0.8945745396	gflops
0.8945736625	prom
0.8945483357	doom
0.8945208100	waters
0.8945104901	hawaii
0.8944950318	quark
0.8944485324	janet
0.8944423420	bay
0.8944305485	asia
0.8944111743	romanian
0.8944047742	cnc
0.8943785328	cox
0.8943757131	otsu
0.8943714720	pro
0.8943540614	malaysian
0.8942594561	webgis
0.8942563770	falcon
0.8942511460	west
0.8942357962	eve
0.8942259967	reo
0.8942253604	tip
0.8941907356	danish
0.8941324403	coral
0.8941219883	oxford
0.8941213102	squid
0.8941157487	pmos
0.8940789951	isomap
0.8940751423	aura
0.8940514291	eng
0.8940111743	jacobians
0.8939972521	park
0.8939576604	spark
0.8938827955	nest
0.8938771726	winnow
0.8938593768	mason
0.8938570765	daniel
0.8937801865	stan
0.8937214882	mate
0.8936828542	dish
0.8936507971	infinitary
0.8936462475	apples
0.8935847660	alliance
0.8935816966	mosaic
0.8935549653	posix
0.8934912115	boulder
0.8934823019	sysml
0.8934238188	malaysia
0.8934011935	thailand
0.8933731187	med
0.8933208516	grape
0.8933011557	virtuality
0.8932656335	ear
0.8932010552	lévy
0.8931908790	gomory
0.8931879548	struts
0.8931827561	bob
0.8931720996	tor
0.8931668617	dice
0.8931567951	opt
0.8931489360	tinyos
0.8931450904	chaff
0.8931257131	venus
0.8930659510	tame
0.8930659462	linda
0.8930247018	corrigendum
0.8930194383	storm
0.8929252161	garden
0.8928982595	unity
0.8928868921	creek
0.8928186338	hessian
0.8928157654	hammer
0.8928030604	flickr
0.8927927811	mills
0.8927805612	chorus
0.8927091782	digg
0.8926509885	xie
0.8926473464	wk
0.8926359177	ada
0.8925949550	fedora
0.8925904343	salt
0.8925727687	coriolis
0.8925667247	otter
0.8925468034	snort
0.8925252318	maxsat
0.8924727307	flex
0.8924633161	explorer
0.8924508473	breaker
0.8924225718	citeseer
0.8924138865	cairo
0.8923956117	aries
0.8923875951	wei
0.8923869898	hans
0.8923574988	ariadne
0.8923574244	boss
0.8923392341	drams
0.8923368944	cho
0.8923211559	arcade
0.8923133256	exor
0.8922917166	diploma
0.8922651661	slider
0.8922641751	ramp
0.8922428842	maryland
0.8922428208	twin
0.8921808815	mexico
0.8921137667	indonesia
0.8921048211	seam
0.8920904885	raid
0.8920669249	iran
0.8920565780	pico
0.8920295735	rio
0.8919942857	sinc
0.8919741832	welch
0.8919389345	alaska
0.8919172035	ruby
0.8919026416	aspectj
0.8919016622	orion
0.8919012683	lotus
0.8918917435	lax
0.8918917337	kahn
0.8918671435	ron
0.8918663061	pact
0.8918655542	na
0.8918313260	gilbert
0.8918185457	gen
0.8917717099	moscow
0.8917144475	ko
0.8917131545	arizona
0.8916728351	ross
0.8916530887	fiat
0.8916498790	cmmi
0.8916488183	pig
0.8916425904	myrinet
0.8915298590	gupta
0.8915169254	sweden
0.8914551013	orca
0.8914059842	slim
0.8913881968	drama
0.8913695925	finder
0.8913245018	americans
0.8913087809	caise
0.8912917378	sigmod
0.8912807448	freebsd
0.8912652503	cinema
0.8912648359	bangla
0.8912306249	cams
0.8912281418	zn
0.8912085446	pest
0.8912024410	modelica
0.8911360388	sofia
0.8911278417	muse
0.8911132379	swap
0.8910899432	smos
0.8910822371	mvs
0.8910545195	prof
0.8910494274	tahoe
0.8909978533	spine
0.8909756321	deng
0.8909684373	gaia
0.8909359523	defender
0.8909335183	chameleon
0.8909333525	alpine
0.8909229076	pearl
0.8909111743	kirchhoff
0.8909051323	knight
0.8908854603	thomas
0.8908707999	l0
0.8908667101	compass
0.8908565713	friend
0.8907881937	parnas
0.8907858927	cook
